Fighter;Result;Opponent;Method;Date;Fight Number
Gerald Meerschaert;def.;Oskar Piechota;Technical Submission;July 6, 2018;1
Robert Whittaker;def.;Derek Brunson;TKO;November 27, 2016;13
Andrew Holbrook;def.;Jake Matthews;Decision;November 27, 2016;12
Omari Akhmedov;def.;Kyle Noke;Decision;November 27, 2016;11
Alexander Volkanovski;def;Yusuke Kasuya;TKO;November 27, 2016;10
Tyson Pedro;def.;Khalil Rountree;Submission;November 27, 2016;9
Danielle Taylor;def.;Seo Hee Ham;Decision;November 27, 2016;8
Dan Kelly;def.;Chris Camozzi;Decision;November 27, 2016;7
Damien Brown;def.;Jon Tuck;Decision;November 27, 2016;6
Jonathan Meunier;def.;Richard Walsh;Decision;November 27, 2016;5
Ben Nguyen;def.;Geane Herrera;Decision;November 27, 2016;4
Jason Knight;def.;Dan Hooker;Decision;November 27, 2016;3
Marlon Vera;def.;Ning Guangyou;Decision;November 27, 2016;2
Jenel Lausa;def.;Yao Zhikui;Decision;November 27, 2016;1
Ryan Bader;def.;Antônio Rogério Nogueira;TKO;November 19, 2016;12
Thomas Almeida;def.;Albert Morales;TKO;November 19, 2016;11
Cláudia Gadelha;def.;Cortney Casey;Decision;November 19, 2016;10
Krzysztof Jotko;def.;Thales Leites;Decision;November 19, 2016;9
Kamaru Usman;def.;Warlley Alves;Decision;November 19, 2016;8
Sérgio Moraes;def.;Zak Ottow;Decision;November 19, 2016;7
Cezar Ferreira;def.;Jack Hermansson;Submission;November 19, 2016;6
Gadzhimurad Antigulov;def.;Marcos Rogério de Lima;Submission;November 19, 2016;5
Johnny Eduardo;def.;Manvel Gamburyan;TKO;November 19, 2016;4
Luis Henrique;def.;Christian Colombo;Submission;November 19, 2016;3
Pedro Munhoz;def.;Justin Scoggins;Submission;November 19, 2016;2
Darren Stewart;vs.;Francimar Barroso;No Contest;November 19, 2016;1
Gegard Mousasi;def.;Uriah Hall;TKO;19 November 2016;13
Stevie Ray;def.;Ross Pearson;Decision;19 November 2016;12
Alexander Volkov;def.;Timothy Johnson;Decision;19 November 2016;11
Artem Lobov;def.;Teruto Ishihara;Decision;19 November 2016;10
Jack Marshman;def.;Magnus Cedenblad;TKO;19 November 2016;9
Kyoji Horiguchi;def.;Ali Bagautinov;Decision;19 November 2016;8
Kevin Lee;def.;Magomed Mustafaev;Technical Submission;19 November 2016;7
Amanda Cooper;def.;Anna Elmose;Decision;19 November 2016;6
Justin Ledet;def.;Mark Godbeer;Submission;19 November 2016;5
Zak Cummings;def.;Alexander Yakovlev;Submission;19 November 2016;4
Marion Reneau;def.;Milana Dudieva;TKO;19 November 2016;3
Brett Johns;def.;Kwan Ho Kwak;Decision;19 November 2016;2
Abdul Razak Alhassan;def.;Charlie Ward;KO;19 November 2016;1
Conor McGregor;def.;Eddie Alvarez;TKO;November 12, 2016;11
Tyron Woodley;vs.;Stephen Thompson;Draw;November 12, 2016;10
Joanna Jędrzejczyk;def.;Karolina Kowalkiewicz;Decision;November 12, 2016;9
Yoel Romero;def.;Chris Weidman;KO;November 12, 2016;8
Raquel Pennington;def.;Miesha Tate;Decision;November 12, 2016;7
Frankie Edgar;def.;Jeremy Stephens;Decision;November 12, 2016;6
Khabib Nurmagomedov;def.;Michael Johnson;Submission;November 12, 2016;5
Tim Boetsch;def.;Rafael Natal;TKO;November 12, 2016;4
Vicente Luque;def.;Belal Muhammad;KO;November 12, 2016;3
Jim Miller;def.;Thiago Alves;Decision;November 12, 2016;2
Liz Carmouche;def.;Katlyn Chookagian;Decision;November 12, 2016;1
Tony Ferguson;def.;Rafael dos Anjos;Decision;November 5, 2016;13
Diego Sanchez;def.;Marcin Held;Decision;November 5, 2016;12
Ricardo Lamas;def.;Charles Oliveira;Submission;November 5, 2016;11
Martín Bravo;def.;Claudio Puelles;TKO;November 5, 2016;10
Beneil Dariush;def.;Rashid Magomedov;Decision;November 5, 2016;9
Alexa Grasso;def.;Heather Jo Clark;Decision;November 5, 2016;8
Érik Pérez;def.;Felipe Arantes;Decision;November 5, 2016;7
Joe Soto;def.;Marco Beltrán;Submission;November 5, 2016;6
Max Griffin;def.;Erick Montaño;TKO;November 5, 2016;5
Douglas Silva de Andrade;def.;Henry Briones;TKO;November 5, 2016;4
Sam Alvey;def.;Alex Nicholson;Decision;November 5, 2016;3
Polo Reyes;def.;Jason Novelli;Decision;November 5, 2016;2
Enrique Barzola;def.;Chris Avila;Decision;November 5, 2016;1
Michael Bisping;def.;Dan Henderson;Decision;October 8, 2016;11
Gegard Mousasi;def.;Vitor Belfort;TKO;October 8, 2016;10
Jimi Manuwa;def.;Ovince Saint Preux;KO;October 8, 2016;9
Stefan Struve;def.;Daniel Omielańczuk;Submission;October 8, 2016;8
Mirsad Bektić;def.;Russell Doane;Submission;October 8, 2016;7
Iuri Alcântara;def.;Brad Pickett;Submission;October 8, 2016;6
Damian Stasiak;def.;Davey Grant;Submission;October 8, 2016;5
Leon Edwards;def.;Albert Tumenov;Submission;October 8, 2016;4
Marc Diakiese;def.;Łukasz Sajewski;TKO;October 8, 2016;3
Mike Perry;def.;Danny Roberts;KO;October 8, 2016;2
Leonardo Santos;def.;Adriano Martins;Decision;October 8, 2016;1
John Lineker;def.;John Dodson;Decision;October 1, 2016;12
Alex Oliveira;def.;Will Brooks;KO;October 1, 2016;11
Zak Ottow;def.;Josh Burkman;Decision;October 1, 2016;10
Brandon Moreno;def.;Louis Smolka;Submission;October 1, 2016;9
Luis Henrique da Silva;def.;Joachim Christensen;Submission;October 1, 2016;8
Andre Fili;def.;Hacran Dias;Decision;October 1, 2016;7
Shamil Abdurakhimov;def.;Walt Harris;Decision;October 1, 2016;6
Elizeu Zaleski dos Santos;def.;Keita Nakamura;Decision;October 1, 2016;5
Nate Marquardt;def.;Tamdan McCrory;KO;October 1, 2016;4
Ion Cuțelaba;def.;Jonathan Wilson;Decision;October 1, 2016;3
Curtis Blaydes;def.;Cody East;TKO;October 1, 2016;2
Ketlen Vieira;def.;Kelly Faszholz;Decision;October 1, 2016;1
Cris Cyborg;def.;Lina Länsberg;TKO;September 24, 2016;13
Renan Barão;def.;Phillipe Nover;Decision;September 24, 2016;12
Roy Nelson;def.;Antônio Silva;KO;September 24, 2016;11
Francisco Trinaldo;def.;Paul Felder;TKO;September 24, 2016;10
Eric Spicely;def.;Thiago Santos;Submission;September 24, 2016;9
Godofredo Pepey;def.;Mike De La Torre;Submission;September 24, 2016;8
Michel Prazeres;def.;Gilbert Burns;Decision;September 24, 2016;7
Rani Yahya;def.;Michinori Tanaka;Decision;September 24, 2016;6
Jussier Formiga;def.;Dustin Ortiz;Decision;September 24, 2016;5
Erick Silva;def.;Luan Chagas;Submission;September 24, 2016;4
Alan Patrick;def.;Stevie Ray;Decision;September 24, 2016;3
Vicente Luque;def.;Héctor Urbina;KO;September 24, 2016;2
Gregor Gillespie;def.;Glaico França;Decision;September 24, 2016;1
Michael Johnson;def.;Dustin Poirier;KO;September 17, 2016;12
Derek Brunson;def.;Uriah Hall;TKO;September 17, 2016;11
Evan Dunham;def.;Rick Glenn;Decision;September 17, 2016;10
Roan Carneiro;def.;Kenny Robertson;Decision;September 17, 2016;9
Islam Makhachev;def.;Chris Wade;Decision;September 17, 2016;8
Chas Skelly;def.;Maximo Blanco;Technical Submission;September 17, 2016;7
Gabriel Benítez;def.;Sam Sicilia;Technical Submission;September 17, 2016;6
Belal Muhammad;def.;Augusto Montaño;TKO;September 17, 2016;5
Antônio Carlos Júnior;def.;Leonardo Augusto Guimarães;Submission;September 17, 2016;4
José Alberto Quiñónez;def.;Joey Gomez;Decision;September 17, 2016;3
Randy Brown;def.;Erick Montaño;Submission;September 17, 2016;2
Alejandro Pérez;vs.;Albert Morales;Draw;September 17, 2016;1
Stipe Miocic;def.;Alistair Overeem;KO;September 10, 2016;10
Fabrício Werdum;def.;Travis Browne;Decision;September 10, 2016;9
Mickey Gall;def.;CM Punk;Submission;September 10, 2016;8
Jimmie Rivera;def.;Urijah Faber;Decision;September 10, 2016;7
Jéssica Andrade;def.;Joanne Calderwood;Submission;September 10, 2016;6
Bethe Correia;def.;Jessica Eye;Decision;September 10, 2016;5
Brad Tavares;def.;Caio Magalhães;Decision;September 10, 2016;4
Nik Lentz;def.;Michael McBride;TKO;September 10, 2016;3
Drew Dober;def.;Jason Gonzalez;KO;September 10, 2016;2
Yancy Medeiros;def.;Sean Spencer;Submission;September 10, 2016;1
Josh Barnett;def.;Andrei Arlovski;Submission;September 3, 2016;11
Alexander Gustafsson;def.;Jan Błachowicz;Decision;September 3, 2016;10
Ryan Bader;def.;Ilir Latifi;KO;September 3, 2016;9
Nick Hein;def.;Tae Hyun Bang;Decision;September 3, 2016;8
Jessin Ayari;def.;Jim Wallhead;Decision;September 3, 2016;7
Peter Sobotta;def.;Nicolas Dalby;Decision;September 3, 2016;6
Ashlee Evans-Smith;def.;Veronica Macedo;TKO;September 3, 2016;5
Taylor Lapilus;def.;Leandro Issa;Decision;September 3, 2016;4
Jarjis Danho;vs.;Christian Colombo;Draw;September 3, 2016;3
Jack Hermansson;def.;Scott Askham;Decision;September 3, 2016;2
Rustam Khabilov;def.;Leandro Silva;Decision;September 3, 2016;1
Demian Maia;def.;Carlos Condit;Submission;August 27, 2016;10
Anthony Pettis;def.;Charles Oliveira;Submission;August 27, 2016;9
Paige VanZant;def.;Bec Rawlings;KO;August 27, 2016;8
Jim Miller;def.;Joe Lauzon;Decision;August 27, 2016;7
Sam Alvey;def.;Kevin Casey;TKO;August 27, 2016;6
Kyle Bochniak;def.;Enrique Barzola;Decision;August 27, 2016;5
Alessio Di Chirico;def.;Garreth McLellan;Decision;August 27, 2016;4
Felipe Silva;def.;Shane Campbell;TKO;August 27, 2016;3
Chad Laprise;def.;Thibault Gouti;TKO;August 27, 2016;2
Jeremy Kennedy;def.;Alessandro Ricci;Decision;August 27, 2016;1
Conor McGregor;def;Nate Diaz;Decision;August 20, 2016;12
Anthony Johnson;def.;Glover Teixeira;KO;August 20, 2016;11
Donald Cerrone;def.;Rick Story;TKO;August 20, 2016;10
 Mike Perry;def.;Hyun Gyu Lim;TKO;August 20, 2016;9
Tim Means;def.;Sabah Homasi;TKO;August 20, 2016;8
Cody Garbrandt;def.;Takeya Mizugaki;TKO;August 20, 2016;7
Raquel Pennington;def.;Elizabeth Phillips;Decision;August 20, 2016;6
Artem Lobov;def.;Chris Avila;Decision;August 20, 2016;5
Cortney Casey;def.;Randa Markos;Verbal Submission;August 20, 2016;4
Lorenz Larkin;def.;Neil Magny;TKO;August 20, 2016;3
Colby Covington;def.;Max Griffin;TKO;August 20, 2016;2
Marvin Vettori;def.;Alberto Uda;Submission;August 20, 2016;1
Yair Rodríguez;def.;Alex Caceres;Decision;August 6, 2016;12
Dennis Bermudez;def.;Rony Jason;Decision;August 6, 2016;11
Thales Leites;def.;Chris Camozzi;Submission;August 6, 2016;10
Santiago Ponzinibbio;def.;Zak Cummings;Decision;August 6, 2016;9
Trevor Smith;def.;Joe Gigliotti;Decision;August 6, 2016;8
Maryna Moroz;def.;Danielle Taylor;Decision;August 6, 2016;7
Court McGee;def.;Dominique Steele;Decision;August 6, 2016;6
Marcin Tybura;def.;Viktor Pešta;KO;August 6, 2016;5
David Teymur;def.;Jason Novelli;KO;August 6, 2016;4
Teruto Ishihara;def.;Horacio Gutiérrez;KO;August 6, 2016;3
Cub Swanson;def.;Tatsuya Kawajiri;Decision;August 6, 2016;2
Justin Ledet;def.;Chase Sherman;Decision;August 6, 2016;1
Tyron Woodley;def.;Robbie Lawler;KO;July 30, 2016;11
Karolina Kowalkiewicz;def.;Rose Namajunas;Decision;July 30, 2016;10
Jake Ellenberger;def.;Matt Brown;TKO;July 30, 2016;9
Érik Pérez;def.;Francisco Rivera;Decision;July 30, 2016;8
Ryan Benoit;def.;Fredy Serrano;Decision;July 30, 2016;7
Nikita Krylov;def.;Ed Herman;KO;July 30, 2016;6
Jorge Masvidal;def.;Ross Pearson;Decision;July 30, 2016;5
Anthony Hamilton;def.;Damian Grabowski;KO;July 30, 2016;4
Wilson Reis;def.;Hector Sandoval;Submission;July 30, 2016;3
Michael Graves;vs.;Bojan Veličković;Draw;July 30, 2016;2
Damien Brown;def.;Cesar Arzamendia;KO;July 30, 2016;1
Valentina Shevchenko;def.;Holly Holm;Decision;July 23, 2016;11
Edson Barboza;def.;Gilbert Melendez;Decision;July 23, 2016;10
Francis Ngannou;def.;Bojan Mihajlović;TKO;July 23, 2016;9
Felice Herrig;def.;Kailin Curran;Submission;July 23, 2016;8
Eddie Wineland;def.;Frankie Saenz;TKO;July 23, 2016;7
Darren Elkins;def.;Godofredo Pepey;Decision;July 23, 2016;6
Kamaru Usman;def.;Alexander Yakovlev;Decision;July 23, 2016;5
Michel Prazeres;def.;J.C. Cottrell;Decision;July 23, 2016;4
Alex Oliveira;def.;James Moontasri;Decision;July 23, 2016;3
Jason Knight;def.;Jim Alers;Decision;July 23, 2016;2
Luis Henrique;def.;Dmitry Smolyakov;Submission;July 23, 2016;1
John Lineker;def.;Michael McDonald;KO;July 13, 2016;12
Tony Ferguson;def.;Lando Vannata;Submission;July 13, 2016;11
Tim Boetsch;def.;Josh Samman;TKO;July 13, 2016;10
Daniel Omielańczuk;def.;Aleksei Oleinik;Decision;July 13, 2016;9
Keita Nakamura;def.;Kyle Noke;Submission;July 13, 2016;8
Louis Smolka;def.;Ben Nguyen;TKO;July 13, 2016;7
Katlyn Chookagian;def.;Lauren Murphy;Decision;July 13, 2016;6
Sam Alvey;def.;Eric Spicely;Submission;July 13, 2016;5
Cortney Casey;def.;Cristina Stanciu;TKO;July 13, 2016;4
Scott Holtzman;def.;Cody Pfister;Decision;July 13, 2016;3
Rani Yahya;def.;Matthew Lopez;Submission;July 13, 2016;2
Alex Nicholson;def.;Devin Clark;KO;July 13, 2016;1
Amanda Nunes;def.;Miesha Tate;Submission;July 9, 2016;12
Brock Lesnar;vs.;Mark Hunt;No Contest;July 9, 2016;11
Daniel Cormier;def.;Anderson Silva;Decision;July 9, 2016;10
José Aldo;def.;Frankie Edgar;Decision;July 9, 2016;9
Cain Velasquez;def.;Travis Browne;TKO;July 9, 2016;8
Julianna Peña;def.;Cat Zingano;Decision;July 9, 2016;7
Kelvin Gastelum;def.;Johny Hendricks;Decision;July 9, 2016;6
T.J. Dillashaw;def.;Raphael Assunção;Decision;July 9, 2016;5
Sage Northcutt;def.;Enrique Marín;Decision;July 9, 2016;4
Joe Lauzon;def.;Diego Sanchez;TKO;July 9, 2016;3
Gegard Mousasi;def.;Thiago Santos;TKO;July 9, 2016;2
Jim Miller;def.;Takanori Gomi;TKO;July 9, 2016;1
Frankie Edgar;def.;Chad Mendes;KO;December 11, 2015;10
Ryan Hall;def.;Artem Lobov;Decision;December 11, 2015;9
Tony Ferguson;def.;Edson Barboza;Submission;December 11, 2015;8
Evan Dunham;def.;Joe Lauzon;Decision;December 11, 2015;7
Tatsuya Kawajiri;def.;Jason Knight;Decision;December 11, 2015;6
Julian Erosa;def.;Marcin Wrzosek;Decision;December 11, 2015;5
Gabriel Gonzaga;def.;Konstantin Erokhin;Decision;December 11, 2015;4
Ryan LaFlare;def.;Mike Pierce;Decision;December 11, 2015;3
Geane Herrera;def.;Joby Sanchez;TKO;December 11, 2015;2
Chris Gruetzemacher;def.;Abner Lloveras;Decision;December 11, 2015;1
Eddie Alvarez;def.;Rafael dos Anjos;TKO;July 7, 2016;12
Derrick Lewis;def.;Roy Nelson;Decision;July 7, 2016;11
Alan Jouban;def.;Belal Muhammad;Decision;July 7, 2016;10
Joseph Duffy;def.;Mitch Clarke;Submission;July 7, 2016;9
Alberto Mina;def.;Mike Pyle;KO;July 7, 2016;8
John Makdessi;def.;Mehdi Baghdad;Decision;July 7, 2016;7
Anthony Birchak;def.;Dileno Lopes;Decision;July 7, 2016;6
Pedro Munhoz;def.;Russell Doane;Submission;July 7, 2016;5
Felipe Arantes;def.;Jerrod Sanders;Submission;July 7, 2016;4
Gilbert Burns;def.;Łukasz Sajewski;Submission;July 7, 2016;3
Marco Beltrán;def.;Reginaldo Vieira;Submission;July 7, 2016;2
Vicente Luque;def.;Álvaro Herrera;Submission;July 7, 2016;1
Stephen Thompson;def.;Rory MacDonald;Decision;June 18, 2016;13
Donald Cerrone;def.;Patrick Côté;TKO;June 18, 2016;12
Steve Bossé;def.;Sean O'Connell;Decision;June 18, 2016;11
Olivier Aubin-Mercier;def.;Thibault Gouti;Submission;June 18, 2016;10
Joanne Calderwood;def.;Valérie Létourneau;TKO;June 18, 2016;9
Jason Saggo;def.;Leandro Silva;Decision;June 18, 2016;8
Misha Cirkunov;def.;Ion Cuțelaba;Submission;June 18, 2016;7
Krzysztof Jotko;def.;Tamdan McCrory;KO;June 18, 2016;6
Joe Soto;def.;Chris Beal;Submission;June 18, 2016;5
Elias Theodorou;def.;Sam Alvey;Decision;June 18, 2016;4
Randa Markos;def.;Jocelyn Jones-Lybarger;Decision;June 18, 2016;3
Colby Covington;def.;Jonathan Meunier;Submission;June 18, 2016;2
Ali Bagautinov;def.;Geane Herrera;Decision;June 18, 2016;1
Michael Bisping;def.;Luke Rockhold;KO;June 4, 2016;13
Dominick Cruz;def.;Urijah Faber;Decision;June 4, 2016;12
Max Holloway;def.;Ricardo Lamas;Decision;June 4, 2016;11
Dan Henderson;def.;Hector Lombard;KO;June 4, 2016;10
Dustin Poirier;def.;Bobby Green;KO;June 4, 2016;9
Brian Ortega;def.;Clay Guida;KO;June 4, 2016;8
Beneil Dariush;def.;James Vick;KO;June 4, 2016;7
Jéssica Andrade;def.;Jessica Penne;TKO;June 4, 2016;6
Alex Caceres;def.;Cole Miller;Decision;June 4, 2016;5
Sean Strickland;def.;Tom Breese;Decision;June 4, 2016;4
Henrique da Silva;def.;Jonathan Wilson;TKO;June 4, 2016;3
Kevin Casey;vs.;Elvis Mutapcic;Draw;June 4, 2016;2
Polo Reyes;def.;Dong Hyun Ma;KO;June 4, 2016;1
Cody Garbrandt;def.;Thomas Almeida;KO;May 29, 2016;12
Jeremy Stephens;def.;Renan Barão;Decision;May 29, 2016;11
Rick Story;def.;Tarec Saffiedine;Decision;May 29, 2016;10
Chris Camozzi;def.;Vitor Miranda;Decision;May 29, 2016;9
Lorenz Larkin;def.;Jorge Masvidal;Decision;May 29, 2016;8
Paul Felder;def.;Josh Burkman;Decision;May 29, 2016;7
Sara McMann;def.;Jessica Eye;Decision;May 29, 2016;6
Abel Trujillo;def.;Jordan Rinaldi;Decision;May 29, 2016;5
Jake Collier;def.;Alberto Uda;TKO;May 29, 2016;4
Erik Koch;def.;Shane Campbell;Submission;May 29, 2016;3
Bryan Caraway;def.;Aljamain Sterling;Decision;May 29, 2016;2
Adam Milstead;def.;Chris de la Rocha;TKO;May 29, 2016;1
Stipe Miocic;def.;Fabrício Werdum;KO;May 14, 2016;12
Ronaldo Souza;def.;Vitor Belfort;TKO;May 14, 2016;11
Cris Cyborg;def.;Leslie Smith;TKO;May 14, 2016;10
Maurício Rua;def.;Corey Anderson;Decision;May 14, 2016;9
Bryan Barberena;def.;Warlley Alves;Decision;May 14, 2016;8
Demian Maia;def.;Matt Brown;Submission;May 14, 2016;7
Thiago Santos;def.;Nate Marquardt;KO;May 14, 2016;6
Francisco Trinaldo;def.;Yancy Medeiros;Decision;May 14, 2016;5
John Lineker;def.;Rob Font;Decision;May 14, 2016;4
Antônio Rogério Nogueira;def.;Patrick Cummins;TKO;May 14, 2016;3
Sérgio Moraes;vs.;Luan Chagas;Draw;May 14, 2016;2
Renato Moicano;def.;Zubaira Tukhugov;Decision;May 14, 2016;1
Alistair Overeem;def.;Andrei Arlovski;TKO;May 8, 2016;13
Stefan Struve;def.;Antônio Silva;KO;May 8, 2016;12
Gunnar Nelson;def.;Albert Tumenov;Submission;May 8, 2016;11
Germaine de Randamie;def.;Anna Elmose;TKO;May 8, 2016;10
Nikita Krylov;def.;Francimar Barroso;Submission;May 8, 2016;9
Karolina Kowalkiewicz;def.;Heather Jo Clark;Decision;May 8, 2016;8
Rustam Khabilov;def.;Chris Wade;Decision;May 8, 2016;7
Magnus Cedenblad;def.;Garreth McLellan;TKO;May 8, 2016;6
Josh Emmett;def.;Jon Tuck;Decision;May 8, 2016;5
Reza Madadi;def.;Yan Cabral;TKO;May 8, 2016;4
Kyoji Horiguchi;def.;Neil Seery;Decision;May 8, 2016;3
Leon Edwards;def.;Dominic Waters;Decision;May 8, 2016;2
Ulka Sasaki;def.;Willie Gates;Submission;May 8, 2016;1
Jon Jones;def.;Ovince Saint Preux;Decision;April 23, 2016;12
Demetrious Johnson;def.;Henry Cejudo;TKO;April 23, 2016;11
Edson Barboza;def.;Anthony Pettis;Decision;April 23, 2016;10
Robert Whittaker;def.;Rafael Natal;Decision;April 23, 2016;9
Yair Rodríguez;def.;Andre Fili;KO;April 23, 2016;8
Sergio Pettis;def.;Chris Kelades;Decision;April 23, 2016;7
Danny Roberts;def.;Dominique Steele;Decision;April 23, 2016;6
Carla Esparza;def.;Juliana Lima;Decision;April 23, 2016;5
James Vick;def.;Glaico França;Decision;April 23, 2016;4
Walt Harris;def.;Cody East;TKO;April 23, 2016;3
Marcos Rogério de Lima;def.;Clint Hester;Submission;April 23, 2016;2
Kevin Lee;def.;Efrain Escudero;Decision;April 23, 2016;1
Glover Teixeira;def.;Rashad Evans;KO;April 16, 2016;11
Rose Namajunas;def.;Tecia Torres;Decision;April 16, 2016;10
